Joueur,Nation,Pos,Equipe,Comp,age,90,Buts,TC%,B/Tir,npxG,Cmp%,PD,PC
Lovro Majer,hr CRO,MTAT,Rennes,fr Ligue 1,24-280,4.1,0.24,0.0,0.0,0.1,82.1,0.24,1.95
Jean-Victor Makengo,fr FRA,MT,Udinese,it Serie A,24-134,6.9,0.0,0.0,0.0,0.06,85.8,0.14,0.72
Béni Makouana,cg CGO,ATMT,Montpellier,fr Ligue 1,20-026,1.2,0.0,0.0,0.0,0.25,43.5,0.0,0.0
Nemanja Maksimović,rs SRB,MT,Getafe,es La Liga,27-271,5.0,0.0,50.0,0.0,0.02,82.0,0.0,0.2
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,23-068,5.0,0.0,0.0,0.0,0.0,83.6,0.0,0.0
Daniel Maldini,it ITA,MTAT,Spezia,it Serie A,21-013,0.8,0.0,66.7,0.0,0.63,71.0,0.0,0.0
Youssef Maleh,it ITA,MT,Fiorentina,it Serie A,24-063,3.3,0.0,0.0,0.0,0.15,84.0,0.0,1.82
Donyell Malen,nl NED,AT,Dortmund,de Bundesliga,23-278,4.5,0.0,41.7,0.0,0.24,68.3,0.0,2.22
Ruslan Malinovskyi,ua UKR,MTAT,Atalanta,it Serie A,29-173,4.1,0.24,20.0,0.1,0.1,75.8,0.24,2.2
Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31-124,9.4,0.0,25.0,0.0,0.05,77.1,0.0,0.32
Mickael Malsa,mq MTQ,MT,Valladolid,es La Liga,27-012,0.4,0.0,0.0,0.0,0.0,66.7,0.0,0.0
Giorgi Mamardashvili,ge GEO,GB,Valencia,es La Liga,22-025,11.0,0.0,0.0,0.0,0.0,77.1,0.0,0.0
Hianga Mananga Mbock,fr FRA,MT,Brest,fr Ligue 1,22-300,0.2,0.0,0.0,0.0,0.0,70.0,0.0,0.0
Gianluca Mancini,it ITA,DF,Roma,it Serie A,26-190,10.0,0.0,0.0,0.0,0.04,83.3,0.0,0.6
Steve Mandanda,fr FRA,GB,Rennes,fr Ligue 1,37-210,9.5,0.0,0.0,0.0,0.0,74.5,0.11,0.11
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,28-276,11.0,0.0,0.0,0.0,0.01,85.8,0.0,0.18
Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31-002,1.9,0.0,0.0,0.0,0.0,86.1,0.0,0.53
Rolando Mandragora,it ITA,MT,Fiorentina,it Serie A,25-117,6.2,0.16,25.0,0.08,0.06,84.4,0.16,0.97
Sadio Mané,sn SEN,AT,Bayern Munich,de Bundesliga,30-197,8.3,0.6,46.7,0.13,0.48,74.7,0.0,0.72
Orel Mangala,be BEL,MT,Nott'ham Forest,eng Premier League,24-220,3.0,0.0,25.0,0.0,0.03,78.9,0.0,0.33
Thomas Mangani,fr FRA,MT,Ajaccio,fr Ligue 1,35-178,5.4,0.19,0.0,0.0,0.04,72.1,0.19,2.78
Myziane Maolida,fr FRA,AT,Hertha BSC,de Bundesliga,23-252,0.6,0.0,0.0,0.0,0.0,60.0,0.0,0.0
Faitout Maouassa,fr FRA,ATMT,Montpellier,fr Ligue 1,24-110,5.3,0.19,50.0,0.1,0.15,59.5,0.75,1.7
Sekou Mara,fr FRA,ATMT,Southampton,eng Premier League,20-086,2.3,0.0,10.0,0.0,0.17,72.4,0.43,1.74
Maranhão,br BRA,AT,Valencia,es La Liga,26-004,2.5,0.4,9.1,0.09,0.64,65.6,0.0,0.8
Marcão,br BRA,DF,Sevilla,es La Liga,26-141,3.0,0.0,0.0,0.0,0.0,90.6,0.0,0.0
Solly March,eng ENG,DFMT,Brighton,eng Premier League,28-096,10.5,0.0,43.5,0.0,0.2,74.3,0.19,1.33
Agustín Marchesín,ar ARG,GB,Celta Vigo,es La Liga,34-222,10.0,0.0,0.0,0.0,0.0,68.4,0.0,0.0
Vincent Marchetti,fr FRA,MT,Ajaccio,fr Ligue 1,25-112,10.3,0.0,18.8,0.0,0.05,80.2,0.1,0.58
Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,24-212,0.2,0.0,0.0,0.0,0.0,57.1,0.0,0.0
Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,30-251,10.0,0.0,0.0,0.0,0.03,88.1,0.0,0.1
Emiliano Marcondes,dk DEN,MT,Bournemouth,eng Premier League,27-229,0.1,0.0,0.0,0.0,0.0,66.7,0.0,0.0
Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33-193,10.3,0.0,0.0,0.0,0.0,81.7,0.19,1.65
José Mari,es ESP,MT,Cádiz,es La Liga,34-322,2.7,0.0,0.0,0.0,0.0,81.0,0.0,1.48
Pablo Marí,es ESP,DF,Monza,it Serie A,29-054,7.9,0.13,25.0,0.25,0.04,84.7,0.0,0.13
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,27-277,7.2,0.0,42.9,0.0,0.06,86.9,0.0,0.0
Mariano,do DOM,AT,Real Madrid,es La Liga,29-084,0.1,0.0,0.0,0.0,2.0,100.0,0.0,0.0
Pablo Marín,es ESP,MT,Real Sociedad,es La Liga,19-113,0.2,0.0,0.0,0.0,1.0,68.4,0.0,5.0
Răzvan Marin,ro ROU,MT,Empoli,it Serie A,26-154,7.7,0.0,14.3,0.0,0.03,82.3,0.0,1.43
Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28-171,5.5,0.36,66.7,0.67,0.05,86.1,0.0,0.0
Marlon,br BRA,DF,Monza,it Serie A,27-047,6.1,0.0,0.0,0.0,0.02,89.8,0.0,0.16
Omar Marmoush,eg EGY,ATMT,Wolfsburg,de Bundesliga,23-259,6.6,0.3,28.6,0.1,0.2,62.4,0.0,0.61
Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28-163,10.9,0.09,27.3,0.09,0.14,94.9,0.0,0.18
Marquinhos,br BRA,AT,Arsenal,eng Premier League,19-200,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0
Luca Marrone,it ITA,DF,Monza,it Serie A,32-210,1.5,0.0,0.0,0.0,0.07,92.8,0.0,0.0
Eric Martel,de GER,MT,Köln,de Bundesliga,20-178,4.8,0.0,28.6,0.0,0.04,82.4,0.0,0.42
Roger Martí,es ESP,AT,Elche,es La Liga,31-294,4.5,0.0,33.3,0.0,0.07,75.8,0.22,1.33
Anthony Martial,fr FRA,AT,Manchester Utd,eng Premier League,26-323,1.2,1.67,100.0,1.0,0.33,77.8,1.67,2.5
Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25-185,10.2,0.29,36.4,0.27,0.09,79.2,0.1,1.18
Jonas Martin,fr FRA,MT,Lille,fr Ligue 1,32-198,1.6,0.0,0.0,0.0,0.0,87.0,0.0,0.63
Martinelli,br BRA,AT,Arsenal,eng Premier League,21-128,10.4,0.38,39.3,0.14,0.26,76.0,0.19,2.02
Arnau Martinez,es ESP,DF,Girona,es La Liga,19-182,6.0,0.33,28.6,0.29,0.15,78.4,0.0,1.67
Emiliano Martínez,ar ARG,GB,Aston Villa,eng Premier League,30-052,12.0,0.0,0.0,0.0,0.0,70.3,0.0,0.08
Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31-160,7.0,0.0,14.3,0.0,0.07,85.5,0.0,0.29
Lautaro Martínez,ar ARG,AT,Inter,it Serie A,25-063,10.2,0.59,31.7,0.12,0.45,76.9,0.2,1.27
Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,24-279,10.4,0.0,0.0,0.0,0.02,86.5,0.0,0.0
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26-167,10.1,0.1,60.0,0.1,0.14,85.8,0.0,0.2
Gelson Martins,pt POR,ATMT,Monaco,fr Ligue 1,27-166,1.2,0.0,40.0,0.0,0.5,82.7,0.0,2.5
Adam Marušić,me MNE,DF,Lazio,it Serie A,30-007,10.8,0.0,66.7,0.0,0.02,87.0,0.09,0.37
Omar Mascarell,es ESP,MT,Elche,es La Liga,29-264,8.3,0.0,0.0,0.0,0.0,87.9,0.0,0.6
Adam Masina,ma MAR,DF,Udinese,it Serie A,28-295,3.4,0.29,100.0,1.0,0.03,76.6,0.0,0.29
Jordi Masip,es ESP,GB,Valladolid,es La Liga,33-294,6.0,0.0,0.0,0.0,0.0,63.8,0.0,0.0
Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,23-336,7.9,0.0,0.0,0.0,0.0,82.5,0.0,0.63
Yanis Massolin,fr FRA,MT,Clermont Foot,fr Ligue 1,20-034,0.2,0.0,0.0,0.0,0.0,81.8,0.0,0.0
Jaime Mata,es ESP,AT,Getafe,es La Liga,34-000,0.4,0.0,0.0,0.0,0.0,84.6,0.0,0.0
Eliot Matazo,be BEL,MT,Monaco,fr Ligue 1,20-251,2.9,0.0,100.0,0.0,0.0,84.8,0.0,0.0
Jean-Philippe Mateta,fr FRA,AT,Crystal Palace,eng Premier League,25-118,2.8,0.36,36.4,0.09,0.54,71.2,0.0,0.71
Nemanja Matić,rs SRB,MT,Roma,it Serie A,34-084,7.0,0.0,25.0,0.0,0.03,86.4,0.0,0.57
Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31-077,2.9,0.0,0.0,0.0,0.0,83.7,0.0,0.0
Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,22-224,3.7,0.0,0.0,0.0,0.0,62.1,0.0,0.0
Chrislain Matsima,fr FRA,DF,Lorient,fr Ligue 1,20-162,0.2,0.0,0.0,0.0,0.0,85.7,0.0,0.0
Azor Matusiwa,nl NED,MT,Reims,fr Ligue 1,24-179,5.7,0.0,66.7,0.0,0.02,85.4,0.0,0.35
Neal Maupay,fr FRA,AT,Everton,eng Premier League,26-071,4.9,0.2,30.0,0.1,0.22,81.6,0.0,0.61
Stephy Mavididi,eng ENG,AT,Montpellier,fr Ligue 1,24-146,2.9,0.0,28.6,0.0,0.17,77.0,0.0,0.0
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,24-317,10.7,0.09,36.4,0.05,0.21,78.0,0.09,0.56
Eric Maxim Choupo-Moting,cm CMR,AT,Bayern Munich,de Bundesliga,33-215,2.2,0.91,75.0,0.5,0.14,79.4,0.45,1.82
Luís Maximiano,pt POR,GB,Lazio,it Serie A,23-292,0.1,0.0,0.0,0.0,0.0,75.0,0.0,0.0
Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,26-288,2.9,0.0,0.0,0.0,0.07,90.7,0.0,0.0
Borja Mayoral,es ESP,AT,Getafe,es La Liga,25-202,8.8,0.11,18.2,0.09,0.11,72.2,0.0,0.57
Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,24-344,3.2,0.0,0.0,0.0,0.03,86.0,0.31,1.25
Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27-089,9.9,0.2,30.0,0.2,0.07,75.6,0.1,2.02
Kevin Mbabu,ch SUI,DF,Fulham,eng Premier League,27-188,1.5,0.0,0.0,0.0,0.0,70.8,0.67,1.33
Kylian Mbappé,fr FRA,AT,Paris S-G,fr Ligue 1,23-308,9.8,1.02,46.0,0.2,0.83,82.7,0.2,2.14
Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24-118,2.0,0.0,0.0,0.0,0.05,75.0,0.0,0.0
Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28-077,11.5,0.09,40.0,0.1,0.08,85.3,0.0,0.09
Bryan Mbeumo,cm CMR,AT,Brentford,eng Premier League,23-078,9.8,0.2,43.5,0.09,0.28,66.0,0.0,1.12
Nathanael Mbuku,fr FRA,MTDF,Reims,fr Ligue 1,20-222,0.6,0.0,0.0,0.0,0.0,90.0,0.0,0.0
John McGinn,sct SCO,MT,Aston Villa,eng Premier League,28-006,10.3,0.0,22.2,0.0,0.08,79.1,0.0,0.58
Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,25-346,12.0,0.0,0.0,0.0,0.01,80.0,0.0,0.33
Weston McKennie,us USA,MT,Juventus,it Serie A,24-057,7.5,0.13,62.5,0.13,0.15,82.9,0.13,0.93
Dwight McNeil,eng ENG,ATDF,Everton,eng Premier League,22-336,6.4,0.31,33.3,0.22,0.09,71.7,0.0,1.25
Scott McTominay,sct SCO,MT,Manchester Utd,eng Premier League,25-320,6.4,0.0,25.0,0.0,0.05,82.4,0.0,0.16
Gary Medel,cl CHI,DFMT,Bologna,it Serie A,35-082,9.6,0.0,0.0,0.0,0.0,88.4,0.1,0.21
Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23-149,12.0,0.0,16.7,0.0,0.07,90.1,0.08,0.5
Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-033,10.4,0.1,12.5,0.13,0.13,77.2,0.0,0.0
Soualiho Meïté,fr FRA,MT,Cremonese,it Serie A,28-221,3.5,0.0,0.0,0.0,0.06,78.0,0.0,0.29
Farid El Melali,dz ALG,AT,Angers,fr Ligue 1,25-172,0.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Gonzalo Melero,es ESP,MT,Almería,es La Liga,28-295,3.4,0.29,66.7,0.33,0.06,89.2,0.59,1.18
Birger Meling,no NOR,DF,Rennes,fr Ligue 1,27-311,2.0,0.0,0.0,0.0,0.0,86.5,0.0,0.0
Houboulang Mendes,fr FRA,DF,Almería,es La Liga,24-173,4.0,0.0,0.0,0.0,0.0,66.9,0.25,0.75
Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,20-127,6.5,0.15,80.0,0.2,0.14,86.0,0.31,1.85
Thiago Mendes,br BRA,DFMT,Lyon,fr Ligue 1,30-223,10.0,0.0,0.0,0.0,0.0,85.0,0.1,0.1
Brais Méndez,es ESP,MT,Real Sociedad,es La Liga,25-290,10.0,0.5,40.0,0.2,0.3,79.5,0.2,1.1
Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18-150,0.1,0.0,0.0,0.0,0.0,50.0,0.0,0.0
Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,27-351,2.3,0.0,0.0,0.0,0.0,70.9,0.0,0.43
Batista Mendy,fr FRA,MTDF,Angers,fr Ligue 1,22-285,9.5,0.0,0.0,0.0,0.02,85.4,0.0,0.42
Edouard Mendy,sn SEN,GB,Chelsea,eng Premier League,30-237,6.0,0.0,0.0,0.0,0.0,79.6,0.0,0.0
Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27-138,6.9,0.0,0.0,0.0,0.03,93.3,0.14,1.3
Nampalys Mendy,sn SEN,MT,Leicester City,eng Premier League,30-123,0.9,0.0,0.0,0.0,0.0,88.4,0.0,0.0
Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24-098,4.0,0.0,50.0,0.0,0.03,85.2,0.0,0.75
Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,24-353,10.9,0.0,33.3,0.0,0.02,81.7,0.0,0.09
Alex Meret,it ITA,GB,Napoli,it Serie A,25-216,11.0,0.0,0.0,0.0,0.0,83.9,0.0,0.0
Mikel Merino,es ESP,MT,Real Sociedad,es La Liga,26-124,10.1,0.1,40.0,0.05,0.15,78.7,0.4,1.78
Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,20-161,9.8,0.0,0.0,0.0,0.01,76.0,0.1,1.43
Yıldırım Mert Çetin,tr TUR,DF,Lecce,it Serie A,25-296,0.2,0.0,0.0,0.0,0.0,33.3,0.0,0.0
Roque Mesa,es ESP,MT,Valladolid,es La Liga,33-139,8.1,0.12,54.5,0.09,0.05,80.1,0.12,1.11
Illan Meslier,fr FRA,GB,Leeds United,eng Premier League,22-236,11.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0
Lionel Messi,ar ARG,MTAT,Paris S-G,fr Ligue 1,35-122,10.7,0.56,52.9,0.12,0.61,81.3,0.84,2.9
Junior Messias,br BRA,AT,Milan,it Serie A,31-164,5.3,0.19,37.5,0.13,0.15,78.0,0.19,0.75
Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31-042,6.3,0.0,0.0,0.0,0.03,75.6,0.0,0.95
Alexander Meyer,de GER,GB,Dortmund,de Bundesliga,31-194,4.0,0.0,0.0,0.0,0.0,88.9,0.0,0.0
Sven Michel,de GER,ATMT,Union Berlin,de Bundesliga,32-101,1.3,1.54,100.0,1.0,0.31,51.9,0.0,0.0
Alexander Mighten,eng ENG,AT,Nott'ham Forest,eng Premier League,20-196,0.1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Tommaso Milanese,it ITA,MT,Cremonese,it Serie A,20-085,0.1,0.0,0.0,0.0,0.0,66.7,0.0,20.0
Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25-012,5.3,0.0,25.0,0.0,0.11,88.5,0.19,0.75
Arkadiusz Milik,pl POL,AT,Marseille,fr Ligue 1,28-238,1.4,0.0,0.0,0.0,0.07,82.1,0.0,0.0
Arkadiusz Milik,pl POL,AT,Juventus,it Serie A,28-238,4.1,0.73,50.0,0.21,0.59,82.0,0.0,0.73
Sergej Milinković-Savić,rs SRB,MT,Lazio,it Serie A,27-239,10.7,0.28,37.5,0.19,0.21,75.0,0.65,1.5
Vanja Milinković-Savić,rs SRB,GB,Torino,it Serie A,25-246,11.0,0.0,0.0,0.0,0.0,62.4,0.0,0.0
Éder Militão,br BRA,DF,Real Madrid,es La Liga,24-279,8.1,0.12,25.0,0.25,0.02,90.9,0.0,0.12
Luka Milivojević,rs SRB,MT,Crystal Palace,eng Premier League,31-200,1.9,0.0,0.0,0.0,0.05,83.9,0.0,0.0
Luis Milla,es ESP,MT,Getafe,es La Liga,28-017,3.3,0.0,0.0,0.0,0.0,87.1,0.0,1.21
Pere Milla,es ESP,MTAT,Elche,es La Liga,30-031,5.7,0.53,28.6,0.29,0.16,79.9,0.0,1.4
Enzo Millot,fr FRA,MT,Stuttgart,de Bundesliga,20-099,2.7,0.0,50.0,0.0,0.15,76.9,0.0,1.11
James Milner,eng ENG,DFMT,Liverpool,eng Premier League,36-293,4.8,0.0,20.0,0.0,0.06,78.0,0.21,1.88
Marko Milovanović,rs SRB,AT,Almería,es La Liga,19-081,0.2,0.0,0.0,0.0,0.5,55.6,0.0,0.0
Kim Min-jae,kr KOR,DF,Napoli,it Serie A,25-343,10.0,0.2,40.0,0.4,0.06,89.9,0.0,0.3
Yerry Mina,co COL,DF,Everton,eng Premier League,28-031,0.8,0.0,0.0,0.0,0.0,77.8,0.0,0.0
Takumi Minamino,jp JPN,MTAT,Monaco,fr Ligue 1,27-281,2.2,0.45,66.7,0.33,0.27,67.2,0.91,0.91
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,29-225,10.0,0.0,0.0,0.0,0.0,84.0,0.0,0.2
Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23-164,1.6,0.0,0.0,0.0,0.13,80.8,0.0,0.63
Rafa Mir,es ESP,AT,Sevilla,es La Liga,25-128,4.5,0.22,22.2,0.06,0.56,70.5,0.0,0.44
Aleksei Miranchuk,ru RUS,MTAT,Torino,it Serie A,27-007,3.7,0.27,42.9,0.14,0.24,86.3,0.27,3.24
Juan Miranda,es ESP,DF,Betis,es La Liga,22-278,1.0,0.0,0.0,0.0,0.0,72.5,0.0,1.0
Fabio Miretti,it ITA,MT,Juventus,it Serie A,19-082,5.1,0.0,27.3,0.0,0.2,72.7,0.2,1.76
Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,23-053,8.2,0.0,0.0,0.0,0.0,74.9,0.12,0.24
Kaoru Mitoma,jp JPN,DFMT,Brighton,eng Premier League,25-157,1.7,0.0,50.0,0.0,0.06,78.9,0.0,3.53
Aleksandar Mitrović,rs SRB,AT,Fulham,eng Premier League,28-038,10.3,0.87,36.4,0.14,0.47,59.4,0.0,0.49
Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32-155,7.5,0.0,0.0,0.0,0.01,83.2,0.0,0.0
Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,25-220,2.9,0.0,0.0,0.0,0.0,72.7,0.0,2.07
Henrikh Mkhitaryan,am ARM,MT,Inter,it Serie A,33-276,3.6,0.28,25.0,0.25,0.11,84.2,0.28,1.11
Anthony Modeste,fr FRA,AT,Dortmund,de Bundesliga,34-193,7.0,0.29,41.2,0.12,0.44,63.5,0.14,0.57
Luka Modrić,hr CRO,MT,Real Madrid,es La Liga,37-045,7.5,0.27,25.0,0.17,0.21,91.4,0.27,1.87
Terem Moffi,ng NGA,AT,Lorient,fr Ligue 1,23-152,9.1,0.88,60.0,0.35,0.53,77.4,0.0,0.44
Mostafa Mohamed,eg EGY,AT,Nantes,fr Ligue 1,24-330,7.3,0.41,30.8,0.23,0.16,65.8,0.14,1.23
Tobias Mohr,de GER,DFMT,Schalke 04,de Bundesliga,27-061,4.6,0.0,0.0,0.0,0.04,64.2,0.43,2.17
Johan Mojica,co COL,DF,Elche,es La Liga,30-064,3.0,0.0,25.0,0.0,0.03,72.5,0.0,0.67
Johan Mojica,co COL,DF,Villarreal,es La Liga,30-064,2.1,0.0,100.0,0.0,0.0,75.8,0.0,0.95
Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,21-223,0.2,0.0,0.0,0.0,0.0,60.0,0.0,0.0
Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24-201,7.9,0.0,50.0,0.0,0.03,71.6,0.0,0.63
Salvatore Molina,it ITA,DF,Monza,it Serie A,30-296,2.5,0.0,0.0,0.0,0.0,76.7,0.0,0.8
Florent Mollet,fr FRA,MTAT,Schalke 04,de Bundesliga,30-339,2.1,0.48,16.7,0.17,0.1,70.7,0.0,0.48
Jon Moncayola,es ESP,MT,Osasuna,es La Liga,24-164,8.2,0.0,23.1,0.0,0.05,81.8,0.0,0.49
Monchu,es ESP,MT,Valladolid,es La Liga,23-041,6.0,0.17,25.0,0.13,0.07,76.7,0.17,1.17
Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,25-296,5.2,0.0,0.0,0.0,0.02,77.9,0.19,0.96
Lorenzo Montipò,it ITA,GB,Hellas Verona,it Serie A,26-246,10.0,0.0,0.0,0.0,0.0,68.7,0.0,0.0
Martín Montoya,es ESP,DF,Betis,es La Liga,31-193,2.0,0.0,0.0,0.0,0.0,77.0,0.0,1.0
Kieffer Moore,wls WAL,AT,Bournemouth,eng Premier League,30-077,5.1,0.2,60.0,0.2,0.06,61.2,0.0,0.39
Álvaro Morata,es ESP,AT,Atlético Madrid,es La Liga,30-001,7.5,0.67,45.5,0.23,0.43,63.0,0.13,0.67
Jon Morcillo,es ESP,ATDF,Athletic Club,es La Liga,24-039,0.4,0.0,0.0,0.0,1.5,84.4,2.5,12.5
Alberto Moreno,es ESP,MTAT,Villarreal,es La Liga,30-111,1.1,0.0,0.0,0.0,0.0,78.0,0.0,2.73
Álex Moreno,es ESP,DF,Betis,es La Liga,29-138,10.0,0.0,30.0,0.0,0.06,79.8,0.1,0.5
Gerard Moreno,es ESP,AT,Villarreal,es La Liga,30-200,4.1,0.49,40.0,0.13,0.76,70.2,0.0,1.22
Marlos Moreno,co COL,AT,Troyes,fr Ligue 1,26-034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tete Morente,es ESP,MTAT,Elche,es La Liga,25-324,6.2,0.0,30.0,0.0,0.16,77.3,0.0,0.65
Ilaix Moriba,gn GUI,MT,Valencia,es La Liga,19-278,3.7,0.0,25.0,0.0,0.11,82.6,0.0,1.08
Manu Morlanes,es ESP,MT,Villarreal,es La Liga,23-285,1.5,0.0,0.0,0.0,0.0,78.6,0.0,0.0
Nikola Moro,hr CRO,MT,Bologna,it Serie A,24-226,0.7,0.0,0.0,0.0,0.0,77.1,0.0,1.43
Loren Morón,es ESP,ATMT,Betis,es La Liga,28-298,0.2,0.0,0.0,0.0,0.0,80.0,0.0,0.0
Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18-119,0.6,0.0,0.0,0.0,0.17,88.9,0.0,0.0
Dany Mota,pt POR,AT,Monza,it Serie A,24-175,4.8,0.21,25.0,0.25,0.27,64.2,0.0,1.04
Lebo Mothiba,za RSA,AT,Strasbourg,fr Ligue 1,26-269,0.6,1.67,100.0,1.0,0.5,71.4,0.0,0.0
Youssoufa Moukoko,de GER,AT,Dortmund,de Bundesliga,17-338,5.0,0.8,56.3,0.25,0.58,74.7,0.4,1.0
Steve Mounié,bj BEN,AT,Brest,fr Ligue 1,28-025,0.2,0.0,0.0,0.0,0.0,40.0,0.0,0.0
Mason Mount,eng ENG,MTAT,Chelsea,eng Premier League,23-287,8.8,0.23,22.2,0.11,0.16,77.0,0.23,1.82
Lucas Moura,br BRA,MTDF,Tottenham,eng Premier League,30-072,0.5,0.0,0.0,0.0,0.0,69.2,0.0,0.0
Bevic Moussiti-Oko,cg CGO,AT,Ajaccio,fr Ligue 1,27-269,4.5,0.22,27.3,0.09,0.22,59.3,0.0,0.89
João Moutinho,pt POR,MT,Wolves,eng Premier League,36-046,8.8,0.0,12.5,0.0,0.06,87.1,0.0,1.93
Samuel Moutoussamy,cd COD,MT,Nantes,fr Ligue 1,26-073,8.3,0.0,33.3,0.0,0.1,84.6,0.0,0.36
Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,24-357,5.5,0.0,0.0,0.0,0.04,89.9,0.18,0.36
Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,23-204,0.1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Florian Müller,de GER,GB,Stuttgart,de Bundesliga,24-345,11.0,0.0,0.0,0.0,0.0,81.0,0.0,0.18
Thomas Müller,de GER,ATMT,Bayern Munich,de Bundesliga,33-041,6.5,0.31,46.7,0.13,0.63,77.7,0.46,2.31
Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24-140,1.1,0.0,0.0,0.0,0.0,88.2,0.0,0.91
Marshall Munetsi,zw ZIM,MT,Reims,fr Ligue 1,26-124,9.4,0.11,33.3,0.05,0.21,74.0,0.0,0.96
Iker Muniain,es ESP,MTAT,Athletic Club,es La Liga,29-309,8.5,0.0,22.2,0.0,0.25,81.9,0.0,2.35
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25-069,7.4,0.0,50.0,0.0,0.01,82.8,0.0,0.54
Pablo Muñoz,es ESP,ATDF,Rayo Vallecano,es La Liga,19-050,0.1,0.0,0.0,0.0,0.0,50.0,0.0,0.0
Luis Muriel,co COL,AT,Atalanta,it Serie A,31-191,5.8,0.17,22.2,0.0,0.14,61.3,0.34,2.24
Jeison Murillo,co COL,DF,Sampdoria,it Serie A,30-150,4.8,0.0,0.0,0.0,0.0,88.0,0.0,0.0
Vedat Muriqi,xk KVX,AT,Mallorca,es La Liga,28-183,8.6,0.58,40.9,0.14,0.23,65.5,0.0,1.05
Jacob Murphy,eng ENG,AT,Newcastle Utd,eng Premier League,27-242,4.4,0.23,54.5,0.09,0.27,63.2,0.0,0.91
Nicola Murru,it ITA,DF,Sampdoria,it Serie A,27-312,0.7,0.0,0.0,0.0,0.0,63.3,0.0,0.0
Yunus Musah,us USA,MTAT,Valencia,es La Liga,19-329,7.6,0.0,0.0,0.0,0.04,82.5,0.26,0.53
Jamal Musiala,de GER,MTAT,Bayern Munich,de Bundesliga,19-240,7.6,0.79,42.3,0.23,0.42,82.5,0.53,2.5
Juan Musso,ar ARG,GB,Atalanta,it Serie A,28-171,6.1,0.0,0.0,0.0,0.0,70.5,0.0,0.16
Suliman Mustapha,at AUT,AT,Mainz 05,de Bundesliga,21-153,0.8,0.0,0.0,0.0,0.25,54.5,0.0,0.0
Yvon Mvogo,ch SUI,GB,Lorient,fr Ligue 1,28-140,12.0,0.0,0.0,0.0,0.0,69.3,0.0,0.0
